accuracy,gmean,loss
0.10095631235940021,0.3842203438116421,6.175826995709046
0.1021476561246652,0.45105802509826354,3.2949151246740254
0.13747430805300903,0.49304590312808766,2.590501596580606
0.20745208546308813,0.5251637324672278,2.415690189458641
0.2720875206021178,0.5460787276291723,2.2159979715831533
0.2992423888169079,0.5623264832682012,2.142328764522066
0.312899677488279,0.5736458351614374,2.0654886481525527
0.32289516678453006,0.5861333275029447,2.015455228211607
0.3344201227745936,0.597534747531067,2.0918568731306832
0.33493737891422254,0.6083384392579972,2.0808707435374876
0.3437667038122281,0.6199222845694868,1.9917924497730208
0.34932055276624124,0.6304244774725895,1.9509553738963457
0.3559067557680534,0.6430622058674563,1.937689496754123
0.366208713931456,0.6561013801066563,2.0256042742680567
0.37259923728100247,0.6657271992556538,1.8575754965127893
0.38058397426812574,0.6749368529982966,1.841682833250979
0.38940250800883724,0.6817174338155171,1.778714797754543
0.3963707179788594,0.6888876657346745,1.7320523985331018
0.4026425385981711,0.696459677312279,1.7060518461727512
0.4090021272968079,0.7027015018416362,1.7226196946607175
0.4122085398341183,0.7079154096676527,1.6742181987310742
0.41786454507718196,0.7143415152926952,1.6663043604550376
0.4187983398883619,0.7197708890165415,1.545161749794979
0.42276660813063344,0.7254809057239732,1.702736619490649
0.4270463811134604,0.7303800004826599,1.6040293828372867
0.4285801642701904,0.7355407789765994,1.6322941710753271
0.4316405364787878,0.739668228161292,1.5603626606107197
0.4345246531182488,0.7442014989434519,1.5385864850325586
0.43840299504973645,0.7484847492127057,1.4931592869837194
0.4413252404449698,0.7514848313804593,1.5010723517838218
0.44485466829061593,0.7558981948093493,1.4952218298054685
0.44836035559021514,0.7589953229821791,1.4549575069954275
0.45164230622858403,0.7628867930825886,1.5119618073079628
0.4545796592440291,0.7666513881723565,1.490693772696414
0.4600371071928819,0.7701122644730735,1.412487229729205
0.4628111540279433,0.773127682509492,1.4361730931906618
0.46812759752148697,0.7786442963110616,1.4387795803636165
0.47287282908893136,0.7825914632524648,1.3239317448432837
0.47614398857000617,0.7863398421778802,1.347451968480738
0.4811906531311982,0.7881793857615288,1.3964576948176632
0.4856790551550437,0.7919885720346505,1.4077808536010732
0.49030342576079455,0.7970927578293815,1.273338698354965
0.4959989985806031,0.8016193558056852,1.3150208293332846
0.5011348700420927,0.8047632814459492,1.4129097412667595
0.5031607299714322,0.8077301533676265,1.2989280873871822
0.5105677803380798,0.8132030841102721,1.2419865973513853
0.5133108925222316,0.8147713588695377,1.1905549463815832
0.5183402912317531,0.8189827656851214,1.209876098143432
0.5250847645405449,0.8225563635001895,1.2810697998916947
0.5288364902264489,0.8260723017554111,1.147171389429901
0.5299558929430868,0.828120396448273,1.1509919223104843
0.5339572540677268,0.8317396761230506,1.1799473672335805
0.5425110447494905,0.8364267921343741,1.1158955152882186
0.5479346804054885,0.840088625335843,1.2381250541405175
0.5529547267786885,0.8439310042017499,1.1524231109444354
0.5555316551405116,0.8457819781279674,1.0929446907882168
0.5626768400901565,0.8508673463135586,1.1543203248428346
0.5617746993403725,0.8500027580764586,1.1107558170008487
0.5691781526545887,0.8555297462648198,1.1129677692947184
0.5743852457542191,0.8594893328195143,1.0061765579266737
0.5791340743740949,0.8618230928093489,1.0737616113141952
0.5833519780551025,0.8638426254454205,1.0218012252295683
0.5872461470172882,0.8674756566741909,1.0062765599529437
0.5924194278240639,0.87006861144394,1.0354949580644408
0.5955776398587941,0.8716769558543289,1.004927463316465
0.6019710408502856,0.8751773753272158,1.0107287886106984
0.6061206005350975,0.8775575673939368,1.071185885429578
0.611253594354642,0.8796626572214975,0.9472978353579871
0.6163966599209943,0.8826747139528902,0.9871286119086581
0.6209685135612474,0.8851256700200453,0.9474168284496902
0.6261022267912781,0.8878114231674531,0.9588845487359161
0.6328315924798583,0.8913394215659122,0.9792712748805218
0.6382257323059193,0.8931360430083102,0.9469982670712369
0.643468076519377,0.8955915915288233,0.9220896853433922
0.6487068236804033,0.8978477251731249,0.8752986110760143
0.655978624875632,0.9006137430135657,0.9364918795364806
0.6591260457530681,0.9020834982308181,0.8884791683657768
0.6685632725119728,0.9057907691010807,0.8920686105824154
0.6743192758126281,0.9089339129039666,0.8150986425919642
0.6794508308112001,0.9102778373918778,0.8059686210606247
0.688156417105567,0.9142614407105544,0.8019110271494918
0.6948591646061552,0.9164151143494504,0.7578630987047136
0.7039985554237436,0.9200636849112663,0.7491985507869695
0.7085725672954554,0.9211402512739574,0.753023561321912
0.7121861661679953,0.9219783448633768,0.7946995690312654
0.7193565304846596,0.9242732540064326,0.7439888709475397
0.7275930611419779,0.9279059762637379,0.7420102680438427
0.7348360859177555,0.9299661121503694,0.6741178747927842
0.7446063997318038,0.9335997537813711,0.719281335380736
0.7473401595796341,0.9334096562447063,0.6695610770241169
0.7616154218587121,0.9394691990949514,0.6491246906866966
0.7656872852110067,0.9400084375537457,0.6153846941521867
0.7732389370853947,0.9420258402130024,0.6333432715198333
0.7708670407121588,0.9407191812155076,0.6326128622115
0.7884587853329468,0.9469325858015935,0.5906255903712055
0.7876818220077739,0.9464233767152516,4.2063233914675155
0.5973452314235623,0.8475624748943364,0.9188962943500197
0.7405719457247952,0.929748155065941,0.6461412460160397
0.7672743047437208,0.9398495176410594,0.6040185078131701
0.7803071451130086,0.9444885648913554,0.6236917278238508
0.7886487097013224,0.9471145153477835,0.5753206492523771
0.7952370709345934,0.9491636954125622,0.5591703178502843
0.8016031343276065,0.9509991995882123,0.5566330891439921
0.8080965333766899,0.9530491186609562,0.5685563792859034
0.8129993158406276,0.9544724206223072,0.5482413850719059
0.8175366377775396,0.9558915009710288,0.5094610109399127
0.8231890459681719,0.9574729906270052,0.5386209090102254
0.826676028595128,0.9580005457271796,0.4937816918653857
0.8333780566852299,0.9603216873605513,0.4908387781827
0.8395146281331226,0.9617302824868912,0.5181103672070508
0.8433188707845243,0.9628874436717734,0.4664100863728564
0.8455137921781376,0.9623320474855926,0.45130826510881444
0.8519863283231189,0.9644542412717023,0.44382906710253434
0.8574725526914225,0.9662492178385717,0.4565126075166265
0.8576524053129904,0.9655221074765821,0.48341037951063226
0.8677040086271706,0.9689147904054141,0.42175621496037774
0.8728902388226991,0.9703801889638262,0.40341093719298377
0.8786807738266954,0.9717185520710304,0.4074309244189092
0.8820159608410484,0.972660797274167,0.3916926445614879
0.8880935406290669,0.9743347200931651,0.40065685568818876
0.8920877076488443,0.9752274524612924,0.42135293633852305
0.8951552739623043,0.9754937801521023,0.4562608965046921
0.8946279460758676,0.9753226497789101,0.4245572453556921
0.8978588185697113,0.9755407362231812,0.32960869580609337
0.9070104393655662,0.97824610314211,0.3258830163336936
0.9034543933319281,0.977308319390401,0.3150627769301531
0.9200893220059754,0.9820923554044767,0.3051114817745014
0.9185238847878494,0.9813987512933456,0.293675316291875
0.9211648406829508,0.9818022640876337,0.3137661284991187
0.7863566678920625,0.9213166074695355,0.44875907088876693
0.8636494111265465,0.9654613191585653,0.3448173618272006
0.910514687844193,0.9788514776320498,0.3100602063572612
0.921605839311035,0.9820135754728428,0.2979364712998894
0.9266582591561171,0.9834803203015431,0.28277784279249024
0.9304445165453621,0.9844156201373594,0.28034090323479005
0.9346170973657346,0.9854725716650389,0.27241128695895017
