accuracy,gmean,loss
0.9373623677813453,0.9862931328775975,0.2678086504392347
0.9385004751706262,0.9862013613791041,0.30536204755071555
0.9387033489277546,0.9859933806916829,0.24483542568902047
0.9415421427065805,0.9864754103655312,0.2345822281688943
0.9443773394329751,0.9876695713922249,0.24131791930440302
0.945974430712497,0.9879999390143194,0.26117655717518834
0.9483959664092856,0.9885243366584581,0.2272012751017653
0.938417742964705,0.984803956246733,0.24870931578085523
0.9351156488327205,0.9836881700214268,0.21231415269610884
0.9553418746542334,0.9903071778251229,0.20489814295292813
0.9581734743281966,0.9908532480850637,0.20198036472759995
0.9591669802097369,0.9910909424482246,0.19317415230613838
0.9558469008155956,0.9894680445756857,0.23552304210491784
0.9391508222502153,0.9849213505801689,0.19482065768495013
0.9616367164091058,0.9914528736647695,1.3307481950179065
0.9439694336872593,0.9853191467497554,0.1829398581052802
0.9615129778054671,0.9912796586098052,0.16873853374534176
0.9652697393647749,0.9919433274716019,0.1604815135585011
0.965153194865999,0.9918645358777525,0.16897963661720125
0.964309326365603,0.9918580174694746,0.14800350428511286
0.9468672191259594,0.9863505688959275,0.28088019182101076
0.9659891498510461,0.992067711713523,0.1523567103646917
0.9743479802910303,0.9945351544085876,0.16338407681701222
0.9734976370962578,0.9941818866995006,0.1404728048040607
0.9723933419998316,0.9938752076059454,0.131397868549098
0.9720962254690017,0.993861605374734,0.20602124757614382
0.9724782324372117,0.9934030418771133,0.127784058839619
0.9754745771125309,0.9944523074836306,0.14157398308402422
0.9729998050397582,0.9940369054777588,0.11487878848493491
0.974657326800127,0.994265159531874,0.13265022493823472
0.9599532958712312,0.9885641174735913,0.11658301384981165
0.9788752304811346,0.995287845012659,0.10187297268289033
0.9800428337003526,0.9955302295991565,0.10201163376286146
0.9802183698590028,0.9955803290286883,0.10332243467565927
0.9714768130403222,0.9927716059238907,0.11431180204804402
0.9560670404243946,0.9878089649231444,0.18953433020379648
0.9784378289054817,0.9947891249719728,0.11633280296582484
0.9834024806712388,0.9963946835442703,0.09552323071801357
0.9839902390385222,0.9965469797036991,0.09220200826266328
0.9838211775742486,0.9964689940159118,0.2436711525323522
0.973988994458381,0.9933863769366957,0.1003499732849493
0.9805500180931738,0.994945519673721,0.08666878197764095
0.982357896645173,0.9958409553709966,0.08996771791992558
0.954725339867499,0.9868203862750656,1.8822602613783603
0.9510103041163949,0.9857196598870898,0.09124595048699533
0.9843815983430537,0.9964780821635473,0.08417135348970216
0.9860786876801674,0.9970284615802274,0.07869810217806542
0.9865506209591612,0.9971452203081813,0.08221600258973717
0.986136240519069,0.9967655626403724,0.08091662784841239
0.986884427424791,0.9970505274182929,0.09640240820614744
0.9865945049988237,0.9970172449919434,0.08152353758515736
0.9867060136241957,0.9971846620645891,0.07456654042090012
0.9868124863761639,0.9971662307209694,0.07761733816757511
0.9836830507608845,0.9959677617802924,0.07986183883683805
0.9859995525266776,0.9967778551292094,0.0702162036119024
0.9856463219779185,0.9969056555246081,0.08139229311014565
0.9878455598344492,0.9973179212122157,0.07615408253641225
0.9807147630945299,0.9950448991800724,0.08640891590346861
0.9868196804810266,0.9968579338742144,0.07020985976230977
0.9849974137193018,0.9965157521784944,0.11301877003550923
0.9854772605136447,0.9964923858944911,0.060381252092099866
0.9876110320159248,0.9966676790932573,0.07858544961931944
0.5634746663194312,0.8370121131086391,0.8569068167128867
0.8348175970682584,0.9497517103608079,0.4422985151715698
0.8921020958585697,0.9690881355482863,0.31673646752999046
0.9258762599575404,0.9798479246073836,0.238117608579595
0.942381694744059,0.9845746488293453,0.1929787347247145
0.9521009304135819,0.9872072475550953,0.16574340524828068
0.958140381445828,0.9889575117327711,0.1603735552545488
0.9590698597940903,0.9894035186181388,0.14940248213909169
0.9653754927062568,0.9914715565802715,0.12349012581714128
0.970343022113959,0.9929638910974863,0.11583033836196448
0.9736350444991356,0.9939139314275756,0.11293167113053014
0.9760975865936417,0.9946051575589906,0.10190962754216437
0.97838027606658,0.9950967193831188,0.1010953125743645
0.9798306076069025,0.9954368435230765,0.09953276560125798
0.9811528840806689,0.9957852252244572,0.09402894873714959
0.9824017806848356,0.9959512810493054,0.08554104979756469
0.9836693819616453,0.9963073947566106,0.08913239020396081
0.9844182882778536,0.9965284518274783,0.09268991104879767
0.9850398589379918,0.9966575530904032,0.08325830324111104
0.9856549549037537,0.9967524864382021,0.08043729343570136
0.9865678868108317,0.9970656296957332,0.07005798522132183
