accuracy,gmean
0.24756192775642843,0.37601714268650094
0.2990440095486821,0.43203227739793965
0.29780312977454143,0.4299930171538125
0.2560821545777081,0.5120002202195271
0.2761614811038379,0.49757525139463793
0.284074895270709,0.5226574268385357
0.25795870467542337,0.520227338054613
0.26917391715604466,0.5553498940571474
0.26320759405596145,0.5898238674764565
0.2804091696846979,0.607116241780721
0.29571335356576584,0.6103550709135899
0.3050448015313803,0.6253150513868871
0.3016059292890913,0.6460825148382205
0.3044468064981058,0.6422265750907967
0.3096692430152417,0.6572481780423558
0.32792813157814577,0.676544689940137
0.33723312668035804,0.6844524753423279
0.3467176806129369,0.6904065542001264
0.3496852109255135,0.6944516504033532
0.3562439178454223,0.7018057647406204
0.3599088418295121,0.7060890144956713
0.36600903245044897,0.7102356648017513
0.3698062207515499,0.7138699374641453
0.36893648266696166,0.7184953323990129
0.3779569090871197,0.7274685047454361
0.38192964820898084,0.7311081596983819
0.38533084516096966,0.7365071106688396
0.38992723057758627,0.743093548056163
0.39242422056237186,0.7442530734353648
0.39981739508233255,0.7523298869574171
0.3997252108613854,0.7565674694610437
0.40404985322668824,0.7637416635037405
0.4148081526121802,0.7683849659404269
0.4200466211677416,0.7732965051468119
0.42455803678070253,0.7817761581021222
0.4326886850682404,0.7847169143695533
0.4371512029640033,0.7919755940949775
0.4474806453216107,0.7980707065062663
0.4475840519694558,0.7981850969717973
0.4569571832349768,0.8072363992272934
0.4641699973226496,0.8095098612290349
0.4731359148121606,0.8172808722557177
0.4797034393532034,0.8207327762975727
0.48382527643242257,0.8252890274020968
0.49157756861311647,0.8309354044397855
0.49630942475442924,0.8346708570546847
0.5056689287872885,0.8407023941894063
0.5092665182099908,0.8438332764203398
0.5159887519218406,0.8479359767656717
0.523828418711954,0.8515845826473171
0.5283278102960958,0.8550150473966768
0.5358644715599654,0.8598033865552585
0.5426388093966984,0.8636423455781824
0.5483782791530595,0.867035310081719
0.5520680527967089,0.8695776367945877
0.5592784620786179,0.8728486247005155
0.5666844622293191,0.8766476343303695
0.574089660778099,0.8799534186868678
0.5814796288903745,0.8835485899405572
0.5850627894784938,0.8849950769279725
0.596492831274018,0.8897893241766843
0.6006042475282605,0.89180729690205
0.6112471162370882,0.8957061631106449
0.6191420935597698,0.8995297325075069
0.6260951886249481,0.9020881453344793
0.6352077992660533,0.9052672825429894
0.6461681023357077,0.9092429631405663
0.6552053623962126,0.9122089540778859
