accuracy,gmean
0.5471944070151156,0.4213026544399231
0.5930431567156609,0.4521457498589409
0.609754342901253,0.49468426955739625
0.6329143246857795,0.5316599516987707
0.6628943178801563,0.5526763484188673
0.6876542685861498,0.56211865234523
0.7087617722533447,0.5685076275379611
0.7291282831196804,0.5756491188979109
0.7498688874388771,0.5827601470540963
0.7697476379955209,0.5894976857729716
0.7896947325483605,0.5970435336838285
0.808746880456279,0.6070158718913244
0.828480310094696,0.6179409430016216
0.8471116028681457,0.6278734418399469
0.8640717050819876,0.6365092647437176
0.879849815866886,0.6444365778956793
0.8943459371652493,0.6524881966303189
0.90785862432888,0.6608458036896606
0.9188684824107733,0.6699689094800971
0.9294603630001431,0.6793264594968684
0.9387903975965934,0.6889389724701509
0.9452514231737945,0.6970176381470595
0.9505419678898324,0.7036245334095558
0.9548310932089809,0.7090973279068383
0.9587979226302799,0.7144980213335725
0.9619050565204849,0.7189578285392713
0.9654164991039742,0.7238121863704806
0.967774726677971,0.7280097801861513
0.9703214397993708,0.732062400902198
0.9730890119400558,0.7368664612364334
0.9751853740970499,0.7410046805924444
0.9773961225213611,0.7455019397748468
0.9794975205517591,0.7524198002019999
0.9811125970934378,0.7595125330849541
0.9831362987913185,0.7674545947296455
0.9848571286744789,0.7744121252262307
0.9862671732275704,0.7814352275845825
0.9876268590466228,0.7872328677955182
0.9885146115866814,0.7928750243010015
0.9896814953954132,0.7992165592970463
0.9904131358599509,0.8049856940103239
0.9910361453410618,0.8108101903015309
0.9915965661098669,0.8176963194141208
0.9919785730780769,0.8234320295160796
0.9925274832791018,0.8293916926155872
0.9928022980848573,0.8348268378931747
0.9618561366074184,0.8134812344801049
0.9931943767998751,0.8426256021544891
0.9934799827629247,0.8466908687111036
0.9935720673051675,0.8496315020221763
0.9936979641402649,0.8527038946748704
0.9938454432899505,0.8571762352042211
0.9939547936838637,0.8607633142415125
0.9940698993616671,0.8642840319137142
0.9942166591008664,0.8680890733839013
0.9943188153899168,0.8718098773857091
0.9945065815268337,0.8764785977341242
0.9945907525537274,0.8797043926349182
0.9947749216382128,0.8849276811468652
0.9949641265961021,0.8903660531913284
0.6522873296705748,0.7332689903605666
0.018970135112483428,0.3002288727880315
0.018974451575401053,0.3006746228620406
0.0363518118712802,0.3453493918509737
0.2887210104551926,0.4547526010352303
0.9307869559368271,0.6417709324920176
0.931675427887372,0.6518750311282183
0.9318696687186652,0.6604755395970284
0.527435798009679,0.38661328813666374
0.4501416159542225,0.30000003200711794
0.4501416159542225,0.30000003200711794
0.45014233536470877,0.30013241352929887
0.4501437741856813,0.3003970119426708
0.45014521300665383,0.3006613670452744
0.45014521300665383,0.3006613597426501
0.45014521300665383,0.30066135244002573
0.45014665182762637,0.3009254767501883
0.45014665182762637,0.3009254940522252
0.45014952946957143,0.30145306869190297
0.4501653565002694,0.3040887118184253
0.7691800231218531,0.5534467082596314
0.9298351758634904,0.64608006314768
0.9105614495258005,0.6635791495686587
0.9716782479764782,0.7287694744904403
0.9875182280631959,0.8304745818642858
0.9933655964956076,0.8658875455465335
