accuracy,gmean
0.5783576710579519,0.742470273563954
0.8024580116316051,0.88591465311812
0.8679282222247083,0.924765746718343
0.9026927853043507,0.9449512948692312
0.9261576867201846,0.9584147533199671
0.9414545739313323,0.9671247940977125
0.9514565077376225,0.9727921753624261
0.9580340062233402,0.9765074504390672
0.9622071921612123,0.9788598933871124
0.9650222387723366,0.9804446741433119
0.9671118682966043,0.9816199939200835
0.9686392556284151,0.982478501465197
0.9698278273126965,0.9831462326594167
0.9708421966121632,0.9837158659118346
0.9717841680397756,0.9842446519241129
0.9725862981034314,0.9846947915237486
0.9729126478922311,0.9848778944940062
0.9739139120581612,0.9854395299428419
0.9744277291840137,0.9857276631377352
0.9749584870922425,0.9860252390442895
0.975297782195877,0.9862154385733154
0.9758042476614528,0.98649930512144
0.976280986848519,0.986766462299412
0.9754243586075956,0.9862863877656206
0.9774251289337376,0.9874074310559746
0.9773746262240115,0.9873791442094807
0.9776402449061784,0.9875279128381154
0.977989448769316,0.9877234741261589
0.9783126021840823,0.9879044243619279
0.978496393690997,0.9880073291447826
0.9788173096439399,0.9881869932586488
0.9780626457346786,0.9877644627507188
0.9796752164344767,0.9886671870740231
0.979644531243757,0.9886500143318809
0.9797985964721619,0.9887362338654617
0.9800699686275889,0.988888090086054
0.9794329312827529,0.9885315887237971
0.9809459349314138,0.9893781664768464
0.9808904778419361,0.9893471445720865
0.9809174872025175,0.9893622533014689
0.980050790383389,0.9888773586917315
0.9817065121326367,0.9898035592437702
0.9817167405295433,0.9898092792088954
0.9816584067034356,0.9897766572469778
0.9809133319162742,0.9893599288912494
0.9824766784559595,0.9902341951588765
0.9823192570348197,0.9901461833161582
0.9824597376735831,0.9902247240757641
0.9826358578828177,0.9903231847488332
0.9827905623860292,0.9904096676854528
0.9830644916406828,0.99056278772615
0.9830254958774766,0.990540990938508
0.9833727819161943,0.9907350965342827
0.9823580929793243,0.9901678963509487
0.9843056436778119,0.9912563716818328
0.9840317144231584,0.9911033206805349
0.9839219189751146,0.9910419709937498
0.9842228575903496,0.9912101186667465
0.9834675544062815,0.9907880626506986
0.9848937764999385,0.991584924529514
0.9847494602123351,0.9915043105799258
0.9847114233613389,0.9914830627896679
0.9837390863804101,0.9909398053876736
0.9854272513260957,0.9918828827742422
0.9852022265941516,0.9917572081938024
0.9852241217562797,0.9917694369235371
0.9852509712981594,0.9917844326055962
0.9856506778710231,0.99200765463869
0.9857098107906391,0.9920406755445526
0.9858077796547596,0.9920953815964989
0.9846629982947345,0.9914560116072081
0.9866330834301569,0.9925561561924708
0.9862909115898925,0.9923651352537063
0.9851430936745356,0.9917241812123032
0.9869250721980984,0.9927191432132257
0.9866815084967613,0.9925831880717177
0.9864860502246252,0.99247407629647
0.986738883410659,0.9926152153287789
0.9860625306652134,0.9922376260925264
0.9873105549065141,0.9929342918330453
0.9869966709764443,0.992759106750818
0.987172311729574,0.9928571379207755
0.9873262171392772,0.9929430327267171
0.9873372446296921,0.9929491869997112
0.9874531131883991,0.9930138499790901
0.9875488445906964,0.9930672729353901
0.9876282744854238,0.993111597424224
0.9878104678053217,0.9932132624717692
0.9872308053743833,0.9928897838618577
0.9884462266005444,0.9935679675730521
0.9881534387390943,0.9934046243100123
0.9881633474985976,0.9934101525848791
0.9880462003902772,0.9933447928437359
0.9884967293102704,0.9935961407566885
0.9875325430831265,0.9930581760016345
0.9891555019985329,0.9939635932927116
0.9887689005592056,0.9937479639776042
0.9886551096436202,0.9936844906694702
0.9887698594714156,0.9937484988539577
0.9887223933170212,0.9937220222522946
0.9891633331149144,0.993967960834996
0.9884312036425879,0.9935595868433547
0.9895122173406488,0.9941625267861051
0.9883751072783035,0.9935282924402877
0.9898815583601962,0.994368474430054
0.9895614415007615,0.9941899761732974
0.9892825578663564,0.9940344529145105
0.989664204925932,0.9942472796553813
0.9895213270066436,0.9941676067418935
0.9897177441909898,0.9942771336612354
0.989692333017425,0.9942629642198326
0.9891157071418183,0.993941398856604
0.9903434344080075,0.9946259818164541
0.9899964680066932,0.9944325434202425
0.9899924725391516,0.9944303157529941
0.989781032396849,0.9943124230267179
0.990390421106297,0.9946521756691009
0.9903116304863763,0.9946082517122895
0.9901904879105143,0.9945407150836888
0.9902953289788065,0.9945991638414884
0.9904062431577618,0.9946609959483106
0.9904249419458566,0.9946714198498644
0.9900388199626344,0.994456156495939
0.9909860654074019,0.9949841933468567
0.989691374105215,0.9942624295213899
0.9914100644229187,0.9952204909925129
0.9910327324682879,0.9950102029945814
0.9909007222207128,0.9949366266285635
0.9908300823545769,0.9948972538204576
0.9909167040908793,0.9949455343648697
0.9907736663528893,0.9948658083023315
0.9913405432876944,0.9951817488427538
0.9911329387942318,0.9950660510023523
0.9911369342617734,0.9950682777551841
0.9908727539479215,0.9949210379667608
0.9916341302426528,0.9953453499053216
0.9913812970566189,0.9952044598756029
0.9913860916176689,0.9952071317399379
0.9914942888786961,0.9952674255868588
0.9906683458284922,0.9948071023544938
0.9920816226073143,0.9955946814047971
0.9917180350610267,0.9953921026160449
0.9915764356913517,0.9953132010326743
0.9917487202517464,0.9954092003981159
0.9917078066641202,0.9953864033134469
0.9918254332285455,0.9954519440282922
0.9918698628276084,0.9954766991751866
0.991819040480479,0.9954483821041232
0.9919876492107353,0.9955423251157869
0.9920338368155165,0.995568058274663
0.9920165763957367,0.9955584417808381
